             Time[s]        Azimuth[deg]         Power[Watt]      Axial_Force[N]
             70.7915            329.7791      0.73449989E+06      0.45007772E+06
             70.8654            333.5054      0.73445913E+06      0.45005108E+06
             70.9393            337.2317      0.73445835E+06      0.45005104E+06
             71.0132            340.9580      0.73443619E+06      0.45005105E+06
             71.0871            344.6843      0.73443866E+06      0.45005102E+06
             71.1610            348.4105      0.73444153E+06      0.45005099E+06
             71.2349            352.1368      0.73444553E+06      0.45005126E+06
             71.3088            355.8631      0.73445012E+06      0.45005150E+06
             71.3827            359.5894      0.73445537E+06      0.45005172E+06
             71.4565              3.3157      0.73446100E+06      0.45005191E+06
             71.5304              7.0420      0.73446687E+06      0.45005206E+06
             71.6043             10.7682      0.73447278E+06      0.45005217E+06
             71.6782             14.4945      0.73447888E+06      0.45005223E+06
             71.7521             18.2208      0.73451627E+06      0.45005223E+06
             71.8260             21.9471      0.73452037E+06      0.45005219E+06
             71.8999             25.6734      0.73452431E+06      0.45005210E+06
             71.9738             29.3997      0.73452804E+06      0.45005208E+06
             72.0477             33.1259      0.73454252E+06      0.45005176E+06
             72.1216             36.8522      0.73454386E+06      0.45005147E+06
             72.1955             40.5785      0.73454298E+06      0.45005115E+06
             72.2694             44.3048      0.73454925E+06      0.45005097E+06
             72.3433             48.0311      0.73453865E+06      0.45005084E+06
             72.4172             51.7574      0.73453595E+06      0.45005063E+06
             72.4911             55.4836      0.73455577E+06      0.45005041E+06
             72.5650             59.2099      0.73449832E+06      0.45007918E+06
             72.6389             62.9362      0.73441963E+06      0.45007901E+06
             72.7128             66.6625      0.73450545E+06      0.45007890E+06
             72.7867             70.3888      0.73450166E+06      0.45007879E+06
             72.8606             74.1151      0.73449559E+06      0.45007864E+06
             72.9344             77.8413      0.73450246E+06      0.45007842E+06
             73.0083             81.5676      0.73450376E+06      0.45007821E+06
             73.0822             85.2939      0.73450632E+06      0.45007801E+06
             73.1561             89.0202      0.73451771E+06      0.45007773E+06
             73.2300             92.7465      0.73445927E+06      0.45005111E+06
             73.3039             96.4728      0.73445867E+06      0.45005105E+06
             73.3778            100.1990      0.73442528E+06      0.45005103E+06
             73.4517            103.9253      0.73443816E+06      0.45005103E+06
             73.5256            107.6516      0.73444091E+06      0.45005100E+06
             73.5995            111.3779      0.73444466E+06      0.45005120E+06
             73.6734            115.1042      0.73444912E+06      0.45005145E+06
             73.7473            118.8304      0.73445425E+06      0.45005168E+06
             73.8212            122.5567      0.73445982E+06      0.45005188E+06
             73.8951            126.2830      0.73446565E+06      0.45005203E+06
             73.9690            130.0093      0.73447157E+06      0.45005215E+06
             74.0429            133.7356      0.73447763E+06      0.45005222E+06
             74.1168            137.4619      0.73451552E+06      0.45005223E+06
             74.1907            141.1881      0.73451938E+06      0.45005220E+06
             74.2646            144.9144      0.73452373E+06      0.45005212E+06
             74.3385            148.6407      0.73452573E+06      0.45005195E+06
             74.4123            152.3670      0.73454259E+06      0.45005180E+06
             74.4862            156.0933      0.73455083E+06      0.45005148E+06
             74.5601            159.8196      0.73454285E+06      0.45005123E+06
             74.6340            163.5458      0.73455001E+06      0.45005100E+06
             74.7079            167.2721      0.73454007E+06      0.45005088E+06
             74.7818            170.9984      0.73453563E+06      0.45005068E+06
             74.8557            174.7247      0.73455507E+06      0.45005044E+06
             74.9296            178.4510      0.73455898E+06      0.45005029E+06
             75.0035            182.1773      0.73441932E+06      0.45007903E+06
             75.0774            185.9035      0.73450518E+06      0.45007892E+06
             75.1513            189.6298      0.73449114E+06      0.45007881E+06
             75.2252            193.3561      0.73449513E+06      0.45007867E+06
             75.2991            197.0824      0.73450220E+06      0.45007845E+06
             75.3730            200.8087      0.73450316E+06      0.45007826E+06
             75.4469            204.5350      0.73450127E+06      0.45007811E+06
             75.5208            208.2612      0.73451269E+06      0.45007776E+06
             75.5947            211.9875      0.73450058E+06      0.45007750E+06
             75.6686            215.7138      0.73445894E+06      0.45005105E+06
             75.7425            219.4401      0.73442589E+06      0.45005103E+06
             75.8164            223.1664      0.73443766E+06      0.45005104E+06
             75.8903            226.8927      0.73444029E+06      0.45005100E+06
             75.9641            230.6189      0.73444381E+06      0.45005115E+06
             76.0380            234.3452      0.73444814E+06      0.45005140E+06
             76.1119            238.0715      0.73445315E+06      0.45005163E+06
             76.1858            241.7978      0.73445862E+06      0.45005183E+06
             76.2597            245.5241      0.73446443E+06      0.45005200E+06
             76.3336            249.2504      0.73447035E+06      0.45005213E+06
             76.4075            252.9766      0.73447638E+06      0.45005221E+06
             76.4814            256.7029      0.73451492E+06      0.45005223E+06
             76.5553            260.4292      0.73451841E+06      0.45005221E+06
             76.6292            264.1555      0.73452316E+06      0.45005214E+06
             76.7031            267.8818      0.73452583E+06      0.45005202E+06
             76.7770            271.6081      0.73454183E+06      0.45005185E+06
             76.8509            275.3343      0.73453818E+06      0.45005170E+06
             76.9248            279.0606      0.73454269E+06      0.45005130E+06
             76.9987            282.7869      0.73455080E+06      0.45005103E+06
             77.0726            286.5132      0.73454111E+06      0.45005092E+06
             77.1465            290.2395      0.73453616E+06      0.45005073E+06
             77.2204            293.9658      0.73455443E+06      0.45005047E+06
             77.2943            297.6920      0.73455832E+06      0.45005032E+06
             77.3682            301.4183      0.73441908E+06      0.45007904E+06
             77.4420            305.1446      0.73450498E+06      0.45007895E+06
             77.5159            308.8709      0.73449012E+06      0.45007884E+06
             77.5898            312.5972      0.73450445E+06      0.45007870E+06
             77.6637            316.3234      0.73450201E+06      0.45007849E+06
             77.7376            320.0497      0.73450295E+06      0.45007830E+06
             77.8115            323.7760      0.73451359E+06      0.45007799E+06
             77.8854            327.5023      0.73451258E+06      0.45007779E+06
             77.9593            331.2286      0.73449992E+06      0.45007750E+06
             78.0332            334.9549      0.73445896E+06      0.45005105E+06
             78.1071            338.6811      0.73445816E+06      0.45005102E+06
             78.1810            342.4074      0.73443711E+06      0.45005104E+06
             78.2549            346.1337      0.73443969E+06      0.45005101E+06
             78.3288            349.8600      0.73444300E+06      0.45005109E+06
             78.4027            353.5863      0.73444719E+06      0.45005135E+06
             78.4766            357.3126      0.73445209E+06      0.45005159E+06
             78.5505              1.0388      0.73445746E+06      0.45005179E+06
             78.6244              4.7651      0.73446322E+06      0.45005197E+06
             78.6983              8.4914      0.73446915E+06      0.45005211E+06
             78.7722             12.2177      0.73447514E+06      0.45005220E+06
             78.8461             15.9440      0.73451456E+06      0.45005223E+06
             78.9199             19.6703      0.73451790E+06      0.45005222E+06
             78.9938             23.3965      0.73452224E+06      0.45005216E+06
             79.0677             27.1228      0.73452530E+06      0.45005205E+06
             79.1416             30.8491      0.73454653E+06      0.45005191E+06
             79.2155             34.5754      0.73454213E+06      0.45005170E+06
             79.2894             38.3017      0.73454285E+06      0.45005136E+06
             79.3633             42.0280      0.73455146E+06      0.45005106E+06
             79.4372             45.7542      0.73454221E+06      0.45005095E+06
             79.5111             49.4805      0.73453701E+06      0.45005077E+06
             79.5850             53.2068      0.73455393E+06      0.45005052E+06
             79.6589             56.9331      0.73455729E+06      0.45005035E+06
             79.7328             60.6594      0.73441821E+06      0.45007906E+06
             79.8067             64.3857      0.73450489E+06      0.45007897E+06
             79.8806             68.1119      0.73448950E+06      0.45007887E+06
